PC0,PC1
-1.24171174646436,-1.52863629674126
1.67685642627201,-1.68022431252362
1.56473243349194,-0.57046761619996
1.9529204829754,-0.987920228554233
0.168876611924799,-1.73478267313671
1.11235123506165,-1.15782464342362
1.05307194209538,-1.18845353253645
1.68409527258034,-2.60505571580657
1.82147307919874,-1.82703633944713
1.92598409679928,-0.509014093793495
2.55339801540044,-1.44723231991733
1.39383731355682,-2.80051469209371
1.04054553305945,-3.03951414811188
0.003203254819192,-2.20415983676125
0.663921434807443,-0.979376702110809
1.03872433081505,-0.975295196299193
1.53032341557316,-1.19777978803352
1.17821595834811,-1.11796100775342
0.569806769733881,-1.71515802674294
0.883169759184107,-2.08901166604679
1.48047616388342,-2.28812945091051
-0.702165872376253,0.399794368103028
1.23249334558487,-1.88757959899097
1.91279149007928,-2.07513860486045
2.16833166238666,-1.23178363350911
1.52615120805362,-0.75871122607073
1.59210311015854,-0.711764409948684
2.56119096005653,-0.916660513512723
0.619013943305842,-0.295989360311614
-0.400785448856114,0.25806540785678
0.625127736195776,-0.293269075548383
1.97626607172804,-0.626238780658901
2.02678390616186,-0.823553272942175
1.90799500300373,-0.753191680606965
-0.259282968294064,0.011817509513947
2.27786441281509,-0.99252364066404
2.84693933921252,-1.87427392560116
1.44199176604224,-2.18319611731545
1.6846983200103,-1.57638753694657
0.901872106961328,-2.51540572633586
0.467914037684663,-3.22886138097789
1.43945630476618,-2.30813420180343
0.158584208814526,-0.683149773534111
1.7212413449668,-2.06564015358234
2.10562092777586,-2.81341557025656
-1.21155778226241,0.289718634230589
2.02367678296006,-2.77391401418195
2.11678441314744,-2.59717203351385
-0.643905490052573,0.084388451701716
-1.64822493048951,0.16309131761616
1.03009475360423,-0.070862555262569
2.93835024325246,-0.970263693632545
0.763018254910951,-0.412823013123936
-2.55615501028865,1.24289226510246
-2.55498282537512,0.887989062539434
-1.79897930920758,0.147350196548513
-1.15644373811787,-0.674539481360296
-0.420586645574051,-2.20025954832039
2.23700786592579,-2.56027209722674
1.72924729974907,-1.00740351701074
-1.59265390205395,-0.421520208692871
-0.244938245428453,-0.688925455556818
-0.065552090571237,-0.371326265522245
-1.46174617867503,-0.507036829384453
-0.701318536397836,-1.43084518002287
-0.181189576768012,-2.18177773932819
1.50493888930865,-3.24192435558058
2.73189708810619,-0.656127152437237
3.21739522566349,-0.388961991730432
2.52426773809424,0.91101506400235
2.2448666869874,-2.08061232360691
